event_id,machine_id,start_time,end_time,type,reason_code,order_id
2870,37,2026-04-13 22:28:00,2026-04-14 00:11:00,unplanned,MAT-01,4648.0
2871,19,2026-03-09 05:28:00,2026-03-09 05:52:00,unplanned,MAT-01,
2872,2,2026-01-21 19:33:00,2026-01-21 21:22:00,unplanned,ELEC-01,5096.0
2873,20,2026-01-05 15:16:00,2026-01-05 17:47:00,planned,CAL-01,4716.0
2874,31,2026-01-25 14:35:00,2026-01-25 16:56:00,planned,ELEC-01,
2875,4,2026-02-21 17:57:00,2026-02-21 19:04:00,planned,ELEC-01,
2876,47,2026-03-23 06:39:00,2026-03-23 08:48:00,unplanned,MEC-02,2022.0
2877,45,2026-04-23 08:31:00,2026-04-23 08:48:00,unplanned,MEC-01,5401.0
2878,41,2026-04-03 14:42:00,2026-04-03 16:51:00,unplanned,ELEC-01,4504.0
2879,20,2026-05-21 18:09:00,2026-05-21 18:56:00,planned,CAL-01,6850.0
2880,19,2026-02-18 06:19:00,2026-02-18 09:14:00,unplanned,ELEC-01,4023.0
2881,33,2026-03-25 07:52:00,2026-03-25 08:46:00,planned,ELEC-01,4598.0
2882,42,2026-01-15 00:35:00,2026-01-15 03:13:00,planned,MEC-02,
2883,9,2026-04-01 00:34:00,2026-04-01 02:34:00,planned,MEC-01,
2884,35,2026-03-06 00:04:00,2026-03-06 01:34:00,unplanned,CAL-01,4597.0
2885,44,2026-04-30 04:15:00,2026-04-30 05:08:00,planned,MEC-02,1462.0
2886,36,2026-01-10 15:05:00,2026-01-10 16:18:00,unplanned,ELEC-01,
2887,3,2026-01-07 16:20:00,2026-01-07 17:46:00,planned,MEC-01,5062.0
2888,5,2026-06-16 06:14:00,2026-06-16 07:48:00,planned,CAL-01,7689.0
2889,29,2026-04-13 02:39:00,2026-04-13 05:15:00,unplanned,ELEC-01,4391.0
2890,19,2026-03-19 19:05:00,2026-03-19 20:57:00,unplanned,ELEC-01,4186.0
2891,49,2026-03-23 14:01:00,2026-03-23 15:16:00,planned,ELEC-01,2298.0
2892,16,2026-01-31 13:00:00,2026-01-31 14:46:00,planned,MAT-01,
2893,1,2026-02-28 20:43:00,2026-02-28 22:56:00,unplanned,MEC-01,4488.0
2894,18,2026-01-19 23:39:00,2026-01-19 23:46:00,planned,CAL-01,
2895,18,2026-05-26 04:52:00,2026-05-26 07:16:00,unplanned,CAL-01,7889.0
2896,24,2026-02-10 13:05:00,2026-02-10 13:22:00,unplanned,MAT-01,639.0
2897,10,2026-04-10 00:47:00,2026-04-10 01:18:00,unplanned,MEC-01,
2898,9,2026-06-02 14:54:00,2026-06-02 15:45:00,planned,MAT-01,2647.0
2899,48,2026-01-08 16:06:00,2026-01-08 17:27:00,planned,MEC-02,3365.0
2900,30,2026-02-07 17:09:00,2026-02-07 19:35:00,unplanned,ELEC-01,
2901,40,2026-01-09 19:24:00,2026-01-09 21:46:00,unplanned,CAL-01,
2902,50,2026-02-13 20:36:00,2026-02-13 21:15:00,unplanned,CAL-01,4028.0
2903,3,2026-02-05 16:23:00,2026-02-05 17:52:00,unplanned,MAT-01,7869.0
2904,28,2026-04-09 06:11:00,2026-04-09 07:47:00,unplanned,MEC-01,7986.0
2905,40,2026-03-09 20:43:00,2026-03-09 21:48:00,planned,MAT-01,9968.0
2906,34,2026-01-15 08:26:00,2026-01-15 10:50:00,planned,ELEC-01,6720.0
2907,30,2026-04-14 07:39:00,2026-04-14 08:11:00,planned,MAT-01,9722.0
2908,42,2026-03-16 11:38:00,2026-03-16 12:31:00,unplanned,CAL-01,8432.0
2909,6,2026-05-13 23:26:00,2026-05-14 00:22:00,planned,ELEC-01,2965.0
2910,36,2026-04-01 12:41:00,2026-04-01 14:29:00,planned,MEC-01,
2911,42,2026-03-30 09:30:00,2026-03-30 11:41:00,planned,MEC-02,3753.0
2912,49,2026-02-26 03:08:00,2026-02-26 05:49:00,planned,CAL-01,
2913,48,2026-05-14 00:44:00,2026-05-14 02:32:00,planned,ELEC-01,3575.0
2914,37,2026-06-15 23:47:00,2026-06-16 01:04:00,planned,ELEC-01,559.0
2915,41,2026-05-29 16:58:00,2026-05-29 19:22:00,planned,ELEC-01,500.0
2916,35,2026-03-05 23:52:00,2026-03-06 00:17:00,unplanned,MAT-01,
2917,29,2026-03-24 22:23:00,2026-03-24 23:35:00,planned,CAL-01,3688.0
2918,27,2026-04-02 19:38:00,2026-04-02 20:48:00,unplanned,ELEC-01,5447.0
2919,9,2026-05-04 17:18:00,2026-05-04 20:16:00,unplanned,MAT-01,6391.0
2920,27,2026-04-14 18:56:00,2026-04-14 19:51:00,planned,MEC-01,8187.0
2921,44,2026-01-29 12:25:00,2026-01-29 14:20:00,unplanned,MEC-02,8794.0
2922,26,2026-01-13 11:25:00,2026-01-13 14:24:00,unplanned,CAL-01,1507.0
2923,42,2026-03-02 00:11:00,2026-03-02 01:32:00,unplanned,CAL-01,8189.0
2924,36,2026-01-13 20:44:00,2026-01-13 23:38:00,unplanned,CAL-01,
2925,25,2026-03-11 02:56:00,2026-03-11 04:55:00,planned,CAL-01,3132.0
2926,48,2026-05-09 15:31:00,2026-05-09 15:37:00,planned,ELEC-01,5806.0
2927,19,2026-06-08 05:27:00,2026-06-08 07:25:00,planned,MEC-02,2599.0
2928,11,2026-06-19 10:25:00,2026-06-19 11:44:00,planned,MAT-01,9961.0
2929,32,2026-02-16 02:39:00,2026-02-16 02:51:00,planned,MEC-01,1899.0
2930,25,2026-05-04 18:02:00,2026-05-04 18:13:00,planned,MEC-01,
2931,43,2026-04-26 10:32:00,2026-04-26 10:59:00,planned,ELEC-01,
2932,14,2026-02-04 14:04:00,2026-02-04 17:01:00,planned,MAT-01,
2933,13,2026-02-27 23:11:00,2026-02-28 00:12:00,unplanned,ELEC-01,
2934,3,2026-03-09 00:24:00,2026-03-09 00:42:00,planned,MEC-02,1990.0
2935,19,2026-03-25 05:00:00,2026-03-25 07:29:00,unplanned,MEC-02,7966.0
2936,47,2026-01-20 19:04:00,2026-01-20 21:30:00,planned,MEC-02,4733.0
2937,5,2026-01-17 01:34:00,2026-01-17 02:24:00,planned,MEC-01,4262.0
2938,15,2026-04-28 17:05:00,2026-04-28 17:55:00,unplanned,ELEC-01,4725.0
2939,10,2026-06-08 06:28:00,2026-06-08 07:02:00,planned,MEC-01,
2940,49,2026-03-17 20:14:00,2026-03-17 20:40:00,unplanned,ELEC-01,2819.0
2941,5,2026-05-05 05:49:00,2026-05-05 06:57:00,unplanned,MAT-01,7593.0
2942,26,2026-05-02 14:40:00,2026-05-02 17:34:00,unplanned,MEC-01,2381.0
2943,7,2026-03-26 04:53:00,2026-03-26 05:05:00,planned,MEC-02,
2944,39,2026-06-26 07:18:00,2026-06-26 08:46:00,planned,ELEC-01,3578.0
2945,40,2026-05-04 02:51:00,2026-05-04 04:12:00,unplanned,MEC-02,8457.0
2946,27,2026-03-08 07:42:00,2026-03-08 09:08:00,unplanned,MAT-01,2483.0
2947,21,2026-01-15 14:22:00,2026-01-15 14:52:00,unplanned,MEC-02,
2948,49,2026-06-21 22:39:00,2026-06-21 23:23:00,planned,MAT-01,5639.0
2949,7,2026-05-07 01:09:00,2026-05-07 02:33:00,unplanned,CAL-01,
2950,8,2026-01-20 12:18:00,2026-01-20 12:44:00,unplanned,MEC-02,2022.0
2951,24,2026-04-01 16:58:00,2026-04-01 17:18:00,planned,MEC-02,
2952,3,2026-02-16 23:18:00,2026-02-17 01:31:00,unplanned,MEC-02,
2953,6,2026-06-29 16:25:00,2026-06-29 18:49:00,planned,MAT-01,8346.0
2954,4,2026-01-14 08:11:00,2026-01-14 10:02:00,unplanned,MEC-01,4519.0
2955,12,2026-03-03 15:25:00,2026-03-03 18:13:00,unplanned,MEC-02,9307.0
2956,4,2026-05-04 15:07:00,2026-05-04 16:13:00,planned,MEC-01,2328.0
2957,43,2026-05-22 16:23:00,2026-05-22 18:08:00,unplanned,MAT-01,
2958,43,2026-06-28 17:57:00,2026-06-28 20:37:00,unplanned,MAT-01,3981.0
2959,17,2026-05-26 02:29:00,2026-05-26 05:18:00,planned,CAL-01,4131.0
2960,13,2026-06-06 10:16:00,2026-06-06 12:34:00,planned,CAL-01,1636.0
2961,36,2026-02-18 15:25:00,2026-02-18 18:12:00,planned,MEC-02,
2962,10,2026-03-08 21:50:00,2026-03-08 22:50:00,unplanned,ELEC-01,3107.0
2963,2,2026-03-19 00:23:00,2026-03-19 02:24:00,unplanned,ELEC-01,707.0
2964,13,2026-05-19 20:39:00,2026-05-19 22:09:00,unplanned,MEC-02,7658.0
2965,46,2026-06-12 14:00:00,2026-06-12 16:59:00,planned,MEC-01,
2966,43,2026-02-16 10:51:00,2026-02-16 12:05:00,unplanned,MEC-02,1078.0
2967,35,2026-06-07 10:07:00,2026-06-07 11:29:00,unplanned,MEC-02,3659.0
2968,15,2026-05-09 01:58:00,2026-05-09 02:30:00,unplanned,MEC-01,8731.0
2969,33,2026-02-05 06:49:00,2026-02-05 07:48:00,unplanned,MAT-01,
2970,27,2026-04-08 23:17:00,2026-04-09 02:14:00,unplanned,MEC-01,3965.0
2971,16,2026-03-21 22:43:00,2026-03-21 23:12:00,planned,MEC-01,4816.0
2972,47,2026-04-21 04:23:00,2026-04-21 04:32:00,unplanned,MEC-02,
2973,37,2026-03-23 15:22:00,2026-03-23 16:21:00,unplanned,MEC-01,
2974,31,2026-06-06 14:13:00,2026-06-06 16:44:00,planned,CAL-01,2289.0
2975,4,2026-04-30 02:23:00,2026-04-30 04:57:00,planned,MEC-01,7382.0
2976,31,2026-01-31 03:54:00,2026-01-31 05:37:00,planned,MAT-01,
2977,10,2026-04-24 16:45:00,2026-04-24 17:44:00,unplanned,CAL-01,8061.0
2978,2,2026-06-05 18:22:00,2026-06-05 19:53:00,planned,MEC-02,
2979,23,2026-02-02 05:06:00,2026-02-02 05:54:00,planned,MEC-02,
2980,31,2026-04-05 11:10:00,2026-04-05 14:07:00,planned,CAL-01,9370.0
2981,15,2026-02-09 15:08:00,2026-02-09 17:19:00,planned,CAL-01,2655.0
2982,20,2026-05-08 15:38:00,2026-05-08 18:17:00,unplanned,CAL-01,
2983,41,2026-05-07 09:29:00,2026-05-07 09:44:00,planned,MEC-02,5117.0
2984,33,2026-06-04 14:17:00,2026-06-04 15:29:00,unplanned,MAT-01,3848.0
2985,19,2026-04-04 18:28:00,2026-04-04 20:04:00,unplanned,MEC-01,9136.0
2986,23,2026-05-17 12:26:00,2026-05-17 14:31:00,unplanned,MEC-01,8608.0
2987,20,2026-03-05 20:55:00,2026-03-05 21:51:00,planned,MAT-01,6199.0
2988,24,2026-02-02 19:46:00,2026-02-02 21:33:00,unplanned,CAL-01,6795.0
2989,40,2026-05-18 09:39:00,2026-05-18 12:02:00,planned,MAT-01,2826.0
2990,10,2026-02-22 18:37:00,2026-02-22 19:49:00,unplanned,MEC-01,
2991,1,2026-02-14 08:04:00,2026-02-14 09:11:00,planned,CAL-01,3994.0
2992,15,2026-06-11 02:57:00,2026-06-11 03:25:00,unplanned,ELEC-01,1386.0
2993,43,2026-05-18 22:17:00,2026-05-18 22:36:00,unplanned,MEC-01,1444.0
2994,22,2026-04-10 20:52:00,2026-04-10 23:18:00,unplanned,CAL-01,3844.0
2995,27,2026-04-14 16:16:00,2026-04-14 18:55:00,planned,MEC-01,3645.0
2996,33,2026-01-13 11:21:00,2026-01-13 12:25:00,unplanned,MAT-01,3168.0
2997,5,2026-04-06 14:55:00,2026-04-06 16:14:00,unplanned,CAL-01,8672.0
2998,30,2026-04-03 17:31:00,2026-04-03 17:37:00,planned,MEC-01,
2999,35,2026-03-25 03:15:00,2026-03-25 04:23:00,unplanned,MEC-01,8937.0
3000,17,2026-03-09 19:56:00,2026-03-09 21:20:00,unplanned,ELEC-01,
3001,21,2026-04-06 00:42:00,2026-04-06 02:42:00,unplanned,MAT-01,1554.0
3002,19,2026-03-14 05:55:00,2026-03-14 07:32:00,unplanned,MAT-01,9808.0
3003,30,2026-06-09 13:03:00,2026-06-09 13:40:00,planned,MEC-01,3879.0
3004,18,2026-01-26 14:28:00,2026-01-26 15:57:00,planned,ELEC-01,
3005,1,2026-02-01 23:39:00,2026-02-02 02:04:00,planned,CAL-01,5295.0
3006,8,2026-05-01 22:31:00,2026-05-01 23:36:00,unplanned,MEC-01,
3007,50,2026-03-11 04:49:00,2026-03-11 04:57:00,unplanned,CAL-01,
3008,15,2026-03-22 01:09:00,2026-03-22 03:25:00,unplanned,CAL-01,
3009,25,2026-05-15 09:02:00,2026-05-15 09:41:00,planned,MEC-02,8869.0
3010,43,2026-02-07 09:36:00,2026-02-07 09:57:00,unplanned,MEC-01,1564.0
3011,8,2026-03-09 16:55:00,2026-03-09 17:51:00,planned,MEC-02,6635.0
3012,17,2026-01-10 14:34:00,2026-01-10 14:46:00,planned,ELEC-01,3497.0
3013,12,2026-02-05 06:21:00,2026-02-05 09:13:00,planned,CAL-01,5719.0
3014,1,2026-03-23 19:02:00,2026-03-23 20:36:00,planned,MAT-01,6536.0
3015,18,2026-03-07 07:04:00,2026-03-07 08:24:00,planned,MEC-02,
3016,7,2026-05-09 19:22:00,2026-05-09 19:50:00,unplanned,MEC-02,2417.0
3017,48,2026-02-08 20:48:00,2026-02-08 20:55:00,planned,MEC-01,4490.0
3018,48,2026-05-05 04:02:00,2026-05-05 06:51:00,planned,MAT-01,3907.0
3019,20,2026-06-22 14:59:00,2026-06-22 17:47:00,unplanned,MEC-01,9434.0
3020,37,2026-01-23 02:11:00,2026-01-23 04:34:00,unplanned,MEC-01,3204.0
3021,10,2026-05-15 03:13:00,2026-05-15 04:32:00,planned,MEC-02,6603.0
3022,31,2026-03-30 06:35:00,2026-03-30 08:27:00,planned,MEC-02,5567.0
3023,14,2026-01-05 01:37:00,2026-01-05 02:59:00,unplanned,MEC-01,
3024,44,2026-02-14 22:53:00,2026-02-15 01:09:00,planned,MEC-02,450.0
3025,10,2026-03-15 01:28:00,2026-03-15 01:59:00,unplanned,ELEC-01,
3026,28,2026-06-17 23:01:00,2026-06-18 01:13:00,planned,MEC-01,5535.0
3027,39,2026-05-21 08:13:00,2026-05-21 10:12:00,unplanned,ELEC-01,6510.0
3028,17,2026-04-27 23:28:00,2026-04-28 00:47:00,planned,MEC-01,961.0
3029,27,2026-05-10 12:20:00,2026-05-10 13:53:00,unplanned,ELEC-01,3446.0
3030,37,2026-05-01 14:07:00,2026-05-01 15:08:00,unplanned,MEC-02,7154.0
3031,27,2026-06-24 19:31:00,2026-06-24 20:06:00,planned,CAL-01,
3032,4,2026-06-04 22:40:00,2026-06-04 23:53:00,unplanned,CAL-01,
3033,39,2026-03-22 21:41:00,2026-03-22 21:48:00,planned,MEC-01,3847.0
3034,34,2026-02-13 00:22:00,2026-02-13 00:27:00,planned,MEC-01,3098.0
3035,23,2026-05-31 10:54:00,2026-05-31 12:34:00,unplanned,MEC-02,2598.0
3036,24,2026-03-26 15:04:00,2026-03-26 16:42:00,planned,CAL-01,9720.0
3037,15,2026-02-18 21:01:00,2026-02-18 21:49:00,planned,ELEC-01,7330.0
3038,32,2026-02-28 02:50:00,2026-02-28 03:21:00,unplanned,MEC-01,3254.0
3039,41,2026-04-02 11:07:00,2026-04-02 12:23:00,planned,MEC-02,3384.0
3040,39,2026-05-06 13:52:00,2026-05-06 16:25:00,planned,MEC-01,5044.0
3041,43,2026-06-22 16:57:00,2026-06-22 18:10:00,planned,MEC-01,7315.0
3042,42,2026-03-11 01:42:00,2026-03-11 01:47:00,planned,CAL-01,
3043,39,2026-03-27 13:44:00,2026-03-27 15:10:00,planned,ELEC-01,6858.0
3044,39,2026-03-01 11:53:00,2026-03-01 14:27:00,unplanned,CAL-01,7566.0
3045,8,2026-03-11 19:57:00,2026-03-11 20:36:00,unplanned,MAT-01,7185.0
3046,3,2026-02-17 02:20:00,2026-02-17 02:43:00,unplanned,ELEC-01,6402.0
3047,17,2026-05-25 12:07:00,2026-05-25 12:26:00,planned,MEC-02,3964.0
3048,47,2026-01-04 09:48:00,2026-01-04 11:31:00,unplanned,MAT-01,9581.0
3049,30,2026-02-09 02:19:00,2026-02-09 05:19:00,unplanned,MEC-02,
3050,7,2026-06-19 09:58:00,2026-06-19 11:15:00,unplanned,MEC-02,
3051,40,2026-05-30 01:17:00,2026-05-30 02:40:00,unplanned,ELEC-01,
3052,30,2026-02-23 03:21:00,2026-02-23 04:54:00,unplanned,ELEC-01,8678.0
3053,41,2026-03-02 14:24:00,2026-03-02 16:01:00,planned,MAT-01,
3054,10,2026-05-09 01:03:00,2026-05-09 03:34:00,planned,MEC-01,2704.0
3055,14,2026-06-27 14:11:00,2026-06-27 14:32:00,unplanned,CAL-01,8922.0
3056,37,2026-03-20 16:22:00,2026-03-20 18:21:00,unplanned,MEC-02,
3057,4,2026-01-04 06:01:00,2026-01-04 08:20:00,unplanned,CAL-01,7839.0
3058,5,2026-03-10 08:51:00,2026-03-10 09:36:00,planned,CAL-01,8847.0
3059,5,2026-01-11 12:29:00,2026-01-11 13:18:00,unplanned,CAL-01,
3060,17,2026-04-17 18:44:00,2026-04-17 21:13:00,planned,MAT-01,
3061,36,2026-05-14 15:05:00,2026-05-14 16:45:00,planned,ELEC-01,
3062,36,2026-01-22 13:33:00,2026-01-22 13:49:00,planned,ELEC-01,6795.0
3063,15,2026-03-21 15:45:00,2026-03-21 15:56:00,planned,MEC-01,7447.0
3064,25,2026-01-20 20:17:00,2026-01-20 21:40:00,planned,MEC-01,3400.0
3065,19,2026-03-17 12:30:00,2026-03-17 14:53:00,unplanned,MEC-01,
3066,40,2026-05-28 14:52:00,2026-05-28 16:00:00,planned,MAT-01,
3067,47,2026-05-14 08:50:00,2026-05-14 08:57:00,planned,MAT-01,3647.0
3068,4,2026-01-08 18:58:00,2026-01-08 20:58:00,unplanned,MAT-01,3572.0
3069,5,2026-05-14 10:56:00,2026-05-14 13:00:00,planned,CAL-01,9581.0
3070,36,2026-06-05 00:16:00,2026-06-05 02:30:00,unplanned,MAT-01,
3071,47,2026-06-07 19:52:00,2026-06-07 22:36:00,planned,CAL-01,2410.0
3072,3,2026-03-22 16:16:00,2026-03-22 17:47:00,planned,MEC-01,4554.0
3073,42,2026-01-29 16:19:00,2026-01-29 16:57:00,planned,ELEC-01,
3074,34,2026-05-20 18:47:00,2026-05-20 20:01:00,unplanned,MEC-02,
3075,26,2026-01-23 10:53:00,2026-01-23 13:49:00,planned,MEC-01,1811.0
3076,34,2026-04-11 02:01:00,2026-04-11 02:46:00,planned,MEC-01,3897.0
3077,12,2026-02-09 11:28:00,2026-02-09 13:16:00,planned,MAT-01,
3078,32,2026-03-28 14:17:00,2026-03-28 16:13:00,planned,MEC-01,3052.0
3079,21,2026-04-14 11:24:00,2026-04-14 13:36:00,planned,MEC-02,2517.0
3080,23,2026-03-23 05:28:00,2026-03-23 07:11:00,unplanned,CAL-01,
3081,16,2026-06-04 04:08:00,2026-06-04 05:06:00,planned,MAT-01,7705.0
3082,41,2026-05-09 02:41:00,2026-05-09 04:42:00,planned,MEC-01,4615.0
3083,45,2026-03-22 11:28:00,2026-03-22 14:13:00,unplanned,MAT-01,
3084,11,2026-05-01 07:42:00,2026-05-01 08:12:00,unplanned,CAL-01,7387.0
3085,50,2026-03-22 11:42:00,2026-03-22 12:40:00,planned,MEC-02,7080.0
3086,9,2026-01-16 08:53:00,2026-01-16 11:05:00,unplanned,ELEC-01,9015.0
3087,13,2026-05-02 16:53:00,2026-05-02 17:26:00,unplanned,CAL-01,
3088,44,2026-03-08 10:37:00,2026-03-08 12:39:00,planned,MEC-01,
3089,46,2026-06-28 19:23:00,2026-06-28 20:50:00,planned,MEC-01,
3090,34,2026-02-26 10:11:00,2026-02-26 12:04:00,unplanned,MEC-01,5131.0
3091,43,2026-03-05 06:21:00,2026-03-05 07:11:00,planned,MEC-01,2695.0
3092,32,2026-02-06 22:32:00,2026-02-06 23:43:00,unplanned,MEC-01,
3093,29,2026-02-05 04:30:00,2026-02-05 06:31:00,unplanned,CAL-01,9910.0
3094,11,2026-03-27 22:51:00,2026-03-28 01:10:00,unplanned,CAL-01,9223.0
3095,2,2026-03-08 01:56:00,2026-03-08 04:23:00,unplanned,MEC-02,1316.0
3096,42,2026-03-21 17:19:00,2026-03-21 18:03:00,planned,ELEC-01,4513.0
3097,47,2026-05-08 18:19:00,2026-05-08 18:42:00,unplanned,MEC-02,1572.0
3098,30,2026-02-19 22:44:00,2026-02-19 22:58:00,planned,MAT-01,8677.0
3099,28,2026-06-06 06:50:00,2026-06-06 07:47:00,unplanned,CAL-01,3617.0
3100,16,2026-06-27 12:09:00,2026-06-27 13:50:00,unplanned,MAT-01,4216.0
3101,22,2026-04-09 04:27:00,2026-04-09 07:00:00,planned,MEC-01,6725.0
3102,10,2026-04-22 08:26:00,2026-04-22 09:23:00,unplanned,ELEC-01,2227.0
3103,27,2026-01-28 16:31:00,2026-01-28 18:36:00,unplanned,MAT-01,6257.0
3104,44,2026-04-23 09:11:00,2026-04-23 11:39:00,unplanned,MAT-01,
3105,44,2026-02-14 02:11:00,2026-02-14 03:19:00,planned,MAT-01,
3106,9,2026-06-21 23:49:00,2026-06-22 00:32:00,planned,CAL-01,8005.0
3107,12,2026-01-13 06:19:00,2026-01-13 07:16:00,planned,MEC-02,
3108,5,2026-02-03 12:15:00,2026-02-03 13:07:00,planned,CAL-01,
3109,24,2026-02-11 15:01:00,2026-02-11 15:55:00,unplanned,MAT-01,4870.0
3110,32,2026-05-16 22:39:00,2026-05-17 01:22:00,unplanned,MAT-01,1897.0
3111,16,2026-01-02 05:35:00,2026-01-02 08:20:00,planned,CAL-01,7152.0
3112,3,2026-03-18 09:57:00,2026-03-18 11:45:00,unplanned,MAT-01,
3113,30,2026-06-14 13:24:00,2026-06-14 15:12:00,unplanned,MEC-02,9041.0
3114,26,2026-02-01 14:12:00,2026-02-01 17:00:00,planned,ELEC-01,9741.0
3115,40,2026-04-27 06:04:00,2026-04-27 08:22:00,unplanned,MEC-01,6479.0
3116,32,2026-05-22 10:17:00,2026-05-22 11:35:00,unplanned,MEC-02,7726.0
3117,18,2026-03-16 01:50:00,2026-03-16 02:20:00,planned,MAT-01,1237.0
3118,34,2026-05-24 17:59:00,2026-05-24 18:13:00,unplanned,MEC-01,2689.0
3119,34,2026-03-20 09:32:00,2026-03-20 11:20:00,planned,CAL-01,9016.0
3120,16,2026-03-27 15:48:00,2026-03-27 15:53:00,planned,MEC-01,539.0
3121,41,2026-01-09 08:00:00,2026-01-09 10:40:00,planned,MEC-01,8863.0
3122,24,2026-06-25 07:34:00,2026-06-25 08:39:00,planned,MAT-01,
3123,39,2026-05-27 10:48:00,2026-05-27 11:28:00,planned,MAT-01,
3124,50,2026-03-07 11:29:00,2026-03-07 13:50:00,planned,MEC-01,
3125,15,2026-06-29 05:45:00,2026-06-29 08:00:00,planned,ELEC-01,
3126,28,2026-06-18 21:58:00,2026-06-19 00:53:00,unplanned,MEC-02,9242.0
3127,10,2026-04-05 07:03:00,2026-04-05 07:56:00,planned,MEC-01,
3128,8,2026-03-09 21:14:00,2026-03-10 00:04:00,unplanned,MAT-01,2803.0
3129,24,2026-05-05 23:51:00,2026-05-06 02:39:00,unplanned,MEC-01,5337.0
3130,45,2026-06-20 09:30:00,2026-06-20 11:39:00,unplanned,MAT-01,8222.0
3131,26,2026-01-28 14:09:00,2026-01-28 16:07:00,unplanned,CAL-01,5610.0
3132,18,2026-01-01 05:37:00,2026-01-01 06:30:00,unplanned,CAL-01,680.0
3133,45,2026-06-26 11:12:00,2026-06-26 14:04:00,planned,MEC-01,3506.0
3134,13,2026-03-12 06:52:00,2026-03-12 08:03:00,unplanned,ELEC-01,4571.0
3135,32,2026-06-08 17:41:00,2026-06-08 18:52:00,planned,ELEC-01,
3136,40,2026-05-01 20:56:00,2026-05-01 23:31:00,unplanned,MAT-01,3496.0
3137,18,2026-02-25 08:43:00,2026-02-25 10:23:00,unplanned,ELEC-01,9079.0
3138,5,2026-05-04 13:22:00,2026-05-04 13:46:00,planned,MAT-01,5917.0
3139,9,2026-03-30 03:23:00,2026-03-30 04:02:00,unplanned,MEC-01,
3140,46,2026-05-30 23:12:00,2026-05-31 00:02:00,unplanned,MEC-01,6569.0
3141,2,2026-04-05 04:32:00,2026-04-05 05:07:00,planned,MAT-01,5168.0
3142,44,2026-05-16 07:08:00,2026-05-16 09:25:00,unplanned,MAT-01,3176.0
3143,31,2026-01-18 13:20:00,2026-01-18 13:48:00,planned,MAT-01,3822.0
3144,21,2026-01-08 09:48:00,2026-01-08 10:06:00,planned,ELEC-01,1713.0
3145,38,2026-04-25 18:40:00,2026-04-25 19:31:00,planned,MAT-01,
3146,2,2026-02-14 09:55:00,2026-02-14 10:42:00,planned,MEC-02,8059.0
3147,28,2026-05-18 18:13:00,2026-05-18 19:23:00,unplanned,ELEC-01,1780.0
3148,12,2026-06-29 06:59:00,2026-06-29 08:54:00,unplanned,MAT-01,1689.0
3149,20,2026-01-10 20:33:00,2026-01-10 21:33:00,unplanned,MEC-02,9644.0
3150,49,2026-03-30 02:44:00,2026-03-30 05:36:00,unplanned,ELEC-01,8520.0
3151,42,2026-05-10 03:38:00,2026-05-10 03:49:00,planned,MAT-01,8470.0
3152,19,2026-06-11 05:24:00,2026-06-11 05:37:00,unplanned,MAT-01,9531.0
3153,12,2026-01-09 18:42:00,2026-01-09 20:14:00,unplanned,CAL-01,9559.0
3154,13,2026-06-15 20:27:00,2026-06-15 23:16:00,planned,CAL-01,
3155,39,2026-04-29 19:52:00,2026-04-29 21:54:00,unplanned,ELEC-01,
3156,36,2026-04-22 18:45:00,2026-04-22 20:51:00,planned,CAL-01,
3157,46,2026-06-09 21:13:00,2026-06-09 22:40:00,planned,MEC-01,4714.0
3158,8,2026-01-29 23:03:00,2026-01-30 00:27:00,unplanned,CAL-01,9922.0
3159,31,2026-03-23 08:05:00,2026-03-23 10:29:00,unplanned,MEC-01,8521.0
3160,37,2026-06-10 23:03:00,2026-06-10 23:43:00,unplanned,ELEC-01,
3161,44,2026-06-25 10:58:00,2026-06-25 11:48:00,unplanned,ELEC-01,
3162,43,2026-02-18 04:26:00,2026-02-18 06:09:00,unplanned,MAT-01,1336.0
3163,13,2026-02-20 05:13:00,2026-02-20 05:35:00,unplanned,MEC-02,
3164,19,2026-05-12 17:56:00,2026-05-12 19:15:00,unplanned,ELEC-01,
3165,21,2026-02-15 04:48:00,2026-02-15 06:02:00,planned,MEC-02,5093.0
3166,16,2026-01-10 16:23:00,2026-01-10 17:58:00,planned,ELEC-01,9961.0
3167,8,2026-02-13 15:09:00,2026-02-13 15:16:00,planned,ELEC-01,
3168,33,2026-03-07 03:54:00,2026-03-07 05:30:00,unplanned,MEC-01,
3169,34,2026-06-10 06:13:00,2026-06-10 06:50:00,planned,MEC-01,6875.0
3170,19,2026-01-21 10:37:00,2026-01-21 12:43:00,planned,MEC-02,8685.0
3171,5,2026-03-09 07:55:00,2026-03-09 08:16:00,planned,MAT-01,1667.0
3172,21,2026-06-29 17:13:00,2026-06-29 19:25:00,planned,CAL-01,2156.0
3173,15,2026-05-27 08:45:00,2026-05-27 09:15:00,planned,ELEC-01,3067.0
3174,5,2026-04-15 05:12:00,2026-04-15 06:24:00,planned,MAT-01,9853.0
3175,13,2026-01-24 20:41:00,2026-01-24 22:34:00,unplanned,CAL-01,1454.0
3176,49,2026-03-27 21:25:00,2026-03-27 22:05:00,unplanned,MAT-01,2895.0
3177,23,2026-02-22 14:13:00,2026-02-22 16:00:00,unplanned,ELEC-01,1527.0
3178,14,2026-06-10 17:37:00,2026-06-10 18:55:00,unplanned,MEC-01,2930.0
3179,15,2026-01-15 17:52:00,2026-01-15 20:44:00,unplanned,ELEC-01,7390.0
